season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2022-10-24 00:00:00,LA Kings,Miller,Endzone,14,56,4818,4965685,662091,160576
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Delta,Pole Pad,1,27,1443,749588,674629,134386
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Delta,Pole Pad,1,27,1443,749588,674629,134386
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Chase,Player Tunnel,40,350,26724,29983520,8745193,2489284
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Chevy,Player Tunnel,66,248,20661,49472808,6196594,1924542
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Citizens Financial,Player Tunnel,27,196,16474,20238876,4897308,1534517
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Coca-cola,Player Tunnel,27,227,17188,20238876,5671883,1601060
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Delta,Player Tunnel,33,401,32784,24736404,10019493,3053777
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Draftkings,Player Tunnel,17,164,11803,12742996,4097748,1099463
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Fan Duel,Player Tunnel,20,170,13469,14991760,4247665,1254630
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Miller Lite,Player Tunnel,27,230,18360,20238876,5746841,1710193
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Chase,On-Court,389,1345,102958,291589732,33606529,9590614
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Citizens Financial,On-Court,242,602,48550,181400296,15041733,4522492
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Chase,LED,136,343,19564,101943968,8570289,1822441
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Chevy,LED,112,231,11764,83953856,5771828,1095785
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Citizens Financial,LED,109,271,11604,81705092,6771278,1080906
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Coca-cola,LED,176,499,23107,131927488,12468147,2152407
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Draftkings,LED,65,158,9060,48723220,3947830,843936
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Fan Duel,LED,133,341,15055,99695204,8520317,1402422
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Miller Lite,LED,167,413,19832,125181196,10319328,1847380
2022-2023,2022-10-25 00:00:00,Vegas Golden Knights,Miller,Jersey,440,1422,55675,329818720,35530471,5186117
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Citizens Financial,Virtual Branding,3,20,3566,468557,104124,58007
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Upper Bowl LED,10,20,2085,1732107,115474,35641
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller,Upper Bowl LED,1,6,625,173211,34642,10694
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller Lite,Upper Bowl LED,3,8,768,519632,46190,13124
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Stanchion,59,481,26943,10219429,2777144,460653
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Citizens Financial,Stanchion,26,155,9870,4503477,894922,168754
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Draftkings,Stanchion,12,79,5022,2078528,456121,85865
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Draftkings,Stanchion,22,40,2707,3810635,230948,46276
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Fan Duel,Stanchion,6,63,3366,1039264,363742,57544
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Fan Duel,Stanchion,81,146,8807,14030064,842959,150581
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller,Stanchion,18,104,6892,3117792,600464,117832
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller Lite,Stanchion,20,162,9414,3464213,935338,160963
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,United Air Lines,Stanchion,8,25,1652,1385685,144342,28248
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Scoreboard,4,25,1813,692843,144342,31000
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Scoreboard,25,57,3464,4330267,329100,59228
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Pole Pad,13,115,9637,2030414,598712,156741
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chevrolet,Pole Pad,2,20,3393,312371,104124,55186
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Citizens Financial,Pole Pad,9,138,9718,1405671,718454,158068
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Fan Duel,Pole Pad,1,14,2036,156186,72887,33120
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Pole,67,788,60263,11605115,4549667,1030344
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chevy,Pole,7,69,6196,1212475,398385,105935
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Citizens Financial,Pole,47,220,17164,8140901,1270212,293464
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Draftkings,Pole,16,146,11404,2771371,842959,194971
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Fan Duel,Pole,14,71,6143,2424949,409932,105025
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller,Pole,20,173,14256,3464213,998848,243747
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller Lite,Pole,22,227,18312,3810635,1310627,313081
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,United Air Lines,Pole,10,46,4033,1732107,265590,68947
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller Lite,Jersey,341,3213,300119,59064837,18550862,5131251
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Chase,Exit Tunnel,1,15,1997,173211,86605,34148
2022-2023,2022-10-26 00:00:00,Vegas Golden Knights,Miller,Endzone,25,92,7463,4330267,531179,127601
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Chase,Pole Pad,13,113,9851,1910189,553465,160223
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Chase,Pole Pad,5,20,6023,734688,97958,97958
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Chevrolet,Pole Pad,2,19,2341,293875,93061,38078
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Chevrolet,Pole Pad,2,8,2409,293875,39183,39183
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Citizens,Pole Pad,1,24,3285,146938,117550,53438
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Citizens Financial,Pole Pad,1,11,786,146938,53877,12785
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Fan Duel,Pole Pad,1,14,1778,146938,68571,28923
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Fan Duel,Pole Pad,1,4,1205,146938,19592,19592
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Citizens,Endzone,73,740,61016,10726447,3624462,992432
2022-2023,2022-10-28 00:00:00,Vegas Golden Knights,Citizens Financial,Endzone,268,1783,154345,39379287,8732994,2510411
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chase,Virtual Branding,2,20,1771,164882,54961,28805
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chevrolet,TVGI,1,9,349,82441,24732,5669
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chevrolet,TVGI,1,11,1076,82441,30228,17496
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,TVGI,1,14,1012,82441,38472,16462
2022-2023,2022-10-29 00:00:00,Nashville Predators,Citizens Financial,Stanchion,109,649,36448,8986059,1783472,592821
2022-2023,2022-10-29 00:00:00,Nashville Predators,Citizens Financial,Stanchion,109,649,36448,8986059,1783472,592821
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Stanchion,42,259,14937,3462518,711740,242958
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Stanchion,42,259,14937,3462518,711740,242958
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,Scoreboard,3,9,343,247323,24732,5579
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chase,Pole Pad,2,8,1352,164882,21984,21984
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chase,Pole Pad,13,100,4124,1071732,274803,67077
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chevrolet,Pole Pad,1,9,454,82441,24732,7390
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chevrolet,Pole Pad,2,8,1352,164882,21984,21984
2022-2023,2022-10-29 00:00:00,Nashville Predators,Delta,Pole Pad,2,8,1352,164882,21984,21984
2022-2023,2022-10-29 00:00:00,Nashville Predators,Delta,Pole Pad,3,33,1200,247323,90685,19515
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chase,Player Tunnel,109,864,39300,8986059,2374298,639210
2022-2023,2022-10-29 00:00:00,Nashville Predators,Chase,Player Tunnel,109,864,39300,8986059,2374298,639210
2022-2023,2022-10-29 00:00:00,Nashville Predators,Citizens Financial,Player Tunnel,76,587,27844,6265509,1613094,452882
2022-2023,2022-10-29 00:00:00,Nashville Predators,Citizens Financial,Player Tunnel,76,587,27844,6265509,1613094,452882
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,Player Tunnel,6,18,671,494645,49465,10922
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,Player Tunnel,131,852,39686,10799759,2341322,645498
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,Player Tunnel,131,852,39686,10799759,2341322,645498
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Player Tunnel,35,192,8973,2885432,527622,145949
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Player Tunnel,35,192,8973,2885432,527622,145949
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Player Tunnel,25,240,10562,2061023,659527,171794
2022-2023,2022-10-29 00:00:00,Nashville Predators,Draftkings,Player Tunnel,25,240,10562,2061023,659527,171794
2022-2023,2022-10-29 00:00:00,Nashville Predators,Miller Lite,Player Tunnel,57,537,24946,4699132,1475692,405752
2022-2023,2022-10-29 00:00:00,Nashville Predators,Miller Lite,Player Tunnel,57,537,24946,4699132,1475692,405752
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,On-Court,258,799,42879,21269755,2195676,697429
2022-2023,2022-10-29 00:00:00,Nashville Predators,Coca-cola,Jersey,244,978,20542,20115582,2687574,334111
2022-2023,2022-10-30 00:00:00,LA Kings,Chevrolet,TVGI,2,20,324,33136,11045,5264
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,TVGI,1,13,197,16568,7179,3203
2022-2023,2022-10-30 00:00:00,LA Kings,Miller Lite,TVGI,1,15,223,16568,8284,3621
2022-2023,2022-10-30 00:00:00,LA Kings,Citizens Financial,Stanchion,223,997,11881,3694627,550604,193247
2022-2023,2022-10-30 00:00:00,LA Kings,Citizens Financial,Stanchion,223,997,11881,3694627,550604,193247
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Stanchion,44,294,3513,728985,162365,57133
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Stanchion,44,294,3513,728985,162365,57133
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Pole Pad,11,83,746,182246,45838,12138
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Pole Pad,1,4,136,16568,2209,2209
2022-2023,2022-10-30 00:00:00,Nashville Predators,Chase,Pole Pad,12,110,9017,1419338,433687,146656
2022-2023,2022-10-30 00:00:00,Nashville Predators,Chase,Pole Pad,3,12,2909,354835,47311,47311
2022-2023,2022-10-30 00:00:00,LA Kings,Chevrolet,Pole Pad,2,8,272,33136,4418,4418
2022-2023,2022-10-30 00:00:00,Nashville Predators,Chevrolet,Pole Pad,2,8,1939,236556,31541,31541
2022-2023,2022-10-30 00:00:00,Nashville Predators,Chevrolet,Pole Pad,2,20,2268,236556,78852,36881
2022-2023,2022-10-30 00:00:00,LA Kings,Citizens Financial,Pole Pad,1,4,136,16568,2209,2209
2022-2023,2022-10-30 00:00:00,Nashville Predators,Citizens Financial,Pole Pad,1,10,992,118278,39426,16137
2022-2023,2022-10-30 00:00:00,LA Kings,Delta,Pole Pad,1,8,68,16568,4418,1106
2022-2023,2022-10-30 00:00:00,Nashville Predators,Fan Duel,Pole Pad,1,14,1459,118278,55196,23729
2022-2023,2022-10-30 00:00:00,Nashville Predators,Fan Duel,Pole Pad,1,4,970,118278,15770,15770
2022-2023,2022-10-30 00:00:00,Nashville Predators,Miller Lite,Pole Pad,1,15,1537,118278,59139,24992
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Player Tunnel,81,794,6690,1341995,438495,108810
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Player Tunnel,81,794,6690,1341995,438495,108810
2022-2023,2022-10-30 00:00:00,LA Kings,Citizens Financial,Player Tunnel,87,458,4141,1441402,252936,67354
2022-2023,2022-10-30 00:00:00,LA Kings,Citizens Financial,Player Tunnel,87,458,4141,1441402,252936,67354
2022-2023,2022-10-30 00:00:00,LA Kings,Coca-cola,Player Tunnel,37,413,3618,613010,228084,58844
2022-2023,2022-10-30 00:00:00,LA Kings,Coca-cola,Player Tunnel,37,413,3618,613010,228084,58844
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Player Tunnel,31,233,1954,513603,128677,31788
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Player Tunnel,31,233,1954,513603,128677,31788
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Player Tunnel,36,231,2045,596442,127572,33259
2022-2023,2022-10-30 00:00:00,LA Kings,Draftkings,Player Tunnel,36,231,2045,596442,127572,33259
2022-2023,2022-10-30 00:00:00,LA Kings,Miller Lite,Player Tunnel,70,512,4684,1159748,282758,76180
2022-2023,2022-10-30 00:00:00,LA Kings,Miller Lite,Player Tunnel,70,512,4684,1159748,282758,76180
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Player Seatbacks,15,21,178,248517,11597,2902
2022-2023,2022-10-30 00:00:00,LA Kings,Chase,Player Seatbacks,15,21,178,248517,11597,2902
2022-2023,2022-10-30 00:00:00,Nashville Predators,Citizens,Endzone,182,1436,94848,21526632,5661583,1542699
2022-2023,2022-10-30 00:00:00,Nashville Predators,Citizens Financial,Endzone,245,1606,110715,28978159,6331826,1800773
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Virtual Branding,6,19,2649,732528,77322,44074
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Virtual Branding,6,19,2649,732528,77322,44074
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chevrolet,TVGI,1,11,1291,122088,44766,21483
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chevrolet,TVGI,1,11,1291,122088,44766,21483
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Fan Duel,TVGI,1,13,1365,122088,52905,22701
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Fan Duel,TVGI,1,13,1365,122088,52905,22701
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Draftkings,Stanchion,125,714,62411,15261000,2905694,1038201
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Fan Duel,Stanchion,23,154,13120,2808024,626718,218245
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,Pole Pad,11,54,3687,1342968,219758,61334
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,Pole Pad,11,54,3687,1342968,219758,61334
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Pole Pad,7,75,4338,854616,305220,72158
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Pole Pad,7,75,4338,854616,305220,72158
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Delta,Pole Pad,1,16,957,122088,65114,15927
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Delta,Pole Pad,1,16,957,122088,65114,15927
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,Player Tunnel,65,712,52485,7935720,2897555,873085
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chevy,Player Tunnel,78,240,20209,9522864,976704,336180
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Player Tunnel,42,323,25884,5127696,1314481,430572
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Coca-cola,Player Tunnel,32,368,24938,3906816,1497613,414844
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Draftkings,Player Tunnel,19,207,13850,2319672,842407,230393
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Fan Duel,Player Tunnel,38,280,19132,4639344,1139488,318263
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Miller Lite,Player Tunnel,79,485,40816,9644952,1973756,678964
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,Player Seatbacks,149,922,59695,18191112,3752171,993013
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,Player Seatbacks,42,197,11760,5127696,801711,195618
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Miller Lite,Player Seatbacks,128,607,41124,15627264,2470247,684086
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,On-Court,299,1095,98135,49610977,6056190,1856196
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,On-Court,258,738,67036,42808134,4081706,1267964
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chase,LED,74,157,10535,12278302,868330,199260
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Chevy,LED,35,112,5887,5807305,619446,111358
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Citizens Financial,LED,32,89,4698,5309536,492238,88869
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Coca-cola,LED,96,190,10787,15928608,1050846,204039
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Draftkings,LED,19,31,2096,3152537,171454,39648
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Fan Duel,LED,33,54,3104,5475459,298661,58702
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Miller Lite,LED,64,147,9128,10619072,813023,172659
2022-2023,2022-11-01 00:00:00,Vegas Golden Knights,Miller,Jersey,276,677,29940,45794748,3744329,566303
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Upper Bowl LED,9,18,1404,1386860,92457,25492
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Citizens,Upper Bowl LED,1,5,320,154096,25683,5815
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller,Upper Bowl LED,3,8,774,462287,41092,14050
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller Lite,Upper Bowl LED,1,3,283,154096,15410,5130
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Stanchion,31,208,10462,4776964,1068396,189927
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Citizens Financial,Stanchion,25,163,8453,3852390,837253,153457
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Draftkings,Stanchion,12,85,4069,1849147,436604,73866
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Draftkings,Stanchion,23,47,3023,3544199,241416,54885
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Fan Duel,Stanchion,5,45,2145,770478,231143,38948
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Fan Duel,Stanchion,29,45,2250,4468772,231143,40846
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller,Stanchion,21,148,7183,3236008,760205,130389
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller Lite,Stanchion,19,160,7445,2927816,821843,135150
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,United Air Lines,Stanchion,6,27,1564,924574,138686,28389
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Scoreboard,1,2,164,154096,10273,2982
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Scoreboard,23,60,2933,3544199,308191,53240
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Pole Pad,17,121,9641,1944953,461450,160368
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chevrolet,Pole Pad,2,20,2416,228818,76273,40186
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Citizens,Pole Pad,1,23,2421,114409,87714,40269
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Citizens Financial,Pole Pad,1,8,444,114409,30509,7389
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Fan Duel,Pole Pad,1,14,1383,114409,53391,23006
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chase,Pole,36,314,21660,5547442,1612867,393216
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chevy,Pole,4,63,4792,616382,323601,86984
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Citizens Financial,Pole,21,174,11544,3236008,893754,209567
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Draftkings,Pole,19,179,12312,2927816,919437,223508
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Fan Duel,Pole,7,54,3536,1078669,277372,64184
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller,Pole,15,132,9719,2311434,678021,176434
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller Lite,Pole,16,216,15057,2465530,1109488,273334
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,United Air Lines,Pole,5,26,1763,770478,133550,32012
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Chevrolet,Lower Bowl LED,1,6,343,114409,22882,5714
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller Lite,Jersey,300,2724,213835,46228680,13991880,3881881
2022-2023,2022-11-02 00:00:00,Vegas Golden Knights,Miller,Endzone,14,22,1798,2157338,113003,32631
2022-2023,2022-11-03 00:00:00,Dallas Stars,Chase,Player Tunnel,35,322,10655,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Chevy,Player Tunnel,63,239,9485,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Citizens Financial,Player Tunnel,23,181,6542,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Coca-cola,Player Tunnel,25,188,5991,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Delta,Player Tunnel,23,325,10405,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Draftkings,Player Tunnel,2,60,1811,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Fan Duel,Player Tunnel,22,175,5522,0,0,0
2022-2023,2022-11-03 00:00:00,Dallas Stars,Miller Lite,Player Tunnel,29,186,7446,0,0,0
